epoch,circuit_down
1641028080,0
1641028200,0
1641028320,0
1641028440,0
1641028560,0
1641028680,0
1641028800,1
1641028920,1
1641029040,1
1641029160,0
1641029280,0
1641029400,0
1641029520,0
1641029640,0
1641029760,0
1641029880,0
1641030000,0
1641030120,0
1641030240,0
1641030360,0
1641030480,0
1641030600,0
1641030720,0
1641030840,0
1641030960,0
1641031080,0
1641031200,0
1641031320,0
1641031440,0
1641031560,0
1641031680,0
1641031800,0
1641031920,0
1641032040,0
1641032160,0
1641032280,0
1641032400,0
1641032520,0
1641032640,0
1641032760,0
1641032880,0
1641033000,0
1641033120,0
1641033240,0
1641033360,0
1641033480,0
1641033600,0
1641033720,0
1641033840,0
1641033960,0
1641034080,0
1641034200,0
1641034320,0
1641034440,0
1641034560,0
1641034680,0
1641034800,0
1641034920,0
1641035040,0
1641035160,0
1641035280,0
1641035400,0
1641035520,0
1641035640,0
1641035760,0
1641035880,0
1641036000,0
1641036120,0
1641036240,0
1641036360,0
1641036480,0
1641036600,0
1641036720,0
1641036840,0
1641036960,0
1641037080,0
1641037200,0
1641037320,0
1641037440,0
1641037560,0
1641037680,0
1641037800,0
1641037920,0
1641038040,0
1641038160,0
1641038280,0
1641038400,0
1641038520,0
1641038640,0
1641038760,0
1641038880,0
1641039000,0
1641039120,1
1641039240,1
1641039360,1
1641039480,1
1641039600,1
1641039720,1
1641039840,1
1641039960,0
1641040080,0
1641040200,0
1641040320,0
1641040440,0
1641040560,0
1641040680,1
1641040800,0
1641040920,0
1641041040,0
1641041160,0
1641041280,0
1641041400,0
1641041520,0
1641041640,0
1641041760,0
1641041880,0
1641042000,0
1641042120,0
1641042240,0
1641042360,0
1641042480,0
1641042600,0
1641042720,0
1641042840,0
1641042960,0
1641043080,0
1641043200,0
1641043320,0
1641043440,0
1641043560,0
1641043680,0
1641043800,0
1641043920,0
1641044040,1
1641044160,1
1641044280,1
1641044400,1
1641044520,1
1641044640,1
1641044760,0
1641044880,0
1641045000,0
1641045120,0
1641045240,0
1641045360,0
1641045480,0
1641045600,0
1641045720,0
1641045840,0
1641045960,0
1641046080,0
1641046200,0
1641046320,0
1641046440,0
1641046560,0
1641046680,0
1641046800,0
1641046920,0
1641047040,0
1641047160,0
1641047280,0
1641047400,0
1641047520,0
1641047640,0
1641047760,0
1641047880,0
1641048000,0
1641048120,0
1641048240,0
1641048360,0
1641048480,0
1641048600,0
1641048720,0
1641048840,0
1641048960,0
1641049080,0
1641049200,0
1641049320,0
1641049440,0
1641049560,0
1641049680,0
1641049800,0
1641049920,0
1641050040,0
1641050160,0
1641050280,0
1641050400,0
1641050520,0
1641050640,0
1641050760,0
1641050880,0
1641051000,0
1641051120,0
1641051240,0
1641051360,0
1641051480,0
1641051600,0
1641051720,0
1641051840,0
1641051960,0
1641052080,0
1641052200,0
1641052320,0
1641052440,0
1641052560,0
1641052680,0
1641052800,0
1641052920,0
1641053040,0
1641053160,0
1641053280,0
1641053400,0
1641053520,0
1641053640,0
1641053760,0
1641053880,0
1641054000,0
1641054120,0
1641054240,0
1641054360,0
1641054480,0
1641054600,0
1641054720,0
1641054840,0
1641054960,0
1641055080,0
1641055200,0
1641055320,0
1641055440,0
1641055560,0
1641055680,0
1641055800,0
1641055920,0
1641056040,0
1641056160,0
1641056280,0
1641056400,0
1641056520,0
1641056640,0
1641056760,0
1641056880,0
1641057000,0
1641057120,0
1641057240,0
1641057360,0
1641057480,0
1641057600,0
1641057720,0
1641057840,0
1641057960,0
1641058080,0
1641058200,0
1641058320,0
1641058440,0
1641058560,0
1641058680,0
1641058800,0
1641058920,0
1641059040,0
1641059160,0
1641059280,0
1641059400,0
1641059520,0
1641059640,0
1641059760,0
1641059880,0
1641060000,0
1641060120,0
1641060240,0
1641060360,0
1641060480,0
1641060600,0
1641060720,0
1641060840,0
1641060960,0
1641061080,0
1641061200,0
1641061320,0
1641061440,0
1641061560,0
1641061680,0
1641061800,0
1641061920,0
1641062040,0
1641062160,0
1641062280,0
1641062400,0
1641062520,0
1641062640,0
1641062760,0
1641062880,0
1641063000,0
1641063120,0
1641063240,0
1641063360,0
1641063480,0
1641063600,0
1641063720,0
1641063840,0
1641063960,0
1641064080,0
1641064200,0
1641064320,0
1641064440,0
1641064560,0
1641064680,0
1641064800,0
1641064920,0
1641065040,0
1641065160,0
1641065280,0
1641065400,0
1641065520,0
1641065640,0
1641065760,0
1641065880,0
1641066000,0
1641066120,0
1641066240,0
1641066360,0
1641066480,0
1641066600,0
1641066720,0
1641066840,0
1641066960,0
1641067080,0
1641067200,0
1641067320,0
1641067440,0
1641067560,0
1641067680,0
1641067800,0
1641067920,0
1641068040,0
1641068160,0
1641068280,0
1641068400,0
1641068520,0
1641068640,0
1641068760,0
1641068880,0
1641069000,1
1641069120,1
1641069240,1
1641069360,1
1641069480,0
1641069600,0
1641069720,0
1641069840,0
1641069960,0
1641070080,0
1641070200,0
1641070320,0
1641070440,0
1641070560,0
1641070680,0
1641070800,0
1641070920,0
1641071040,0
1641071160,0
1641071280,0
1641071400,0
1641071520,0
1641071640,1
1641071760,1
1641071880,1
1641072000,1
1641072120,1
1641072240,1
1641072360,1
1641072480,0
1641072600,0
1641072720,0
1641072840,0
1641072960,0
1641073080,0
1641073200,0
1641073320,0
1641073440,0
1641073560,0
1641073680,0
1641073800,0
1641073920,0
1641074040,0
1641074160,0
1641074280,0
1641074400,0
1641074520,0
1641074640,0
1641074760,0
1641074880,0
1641075000,0
1641075120,0
1641075240,0
1641075360,0
1641075480,0
1641075600,0
1641075720,0
1641075840,0
1641075960,0
1641076080,0
1641076200,0
1641076320,0
1641076440,0
1641076560,0
1641076680,0
1641076800,0
1641076920,0
1641077040,0
1641077160,0
1641077280,0
1641077400,0
1641077520,0
1641077640,0
1641077760,0
1641077880,0
1641078000,0
1641078120,0
1641078240,0
1641078360,0
1641078480,0
1641078600,0
1641078720,0
1641078840,0
1641078960,0
1641079080,0
1641079200,0
1641079320,0
1641079440,0
1641079560,1
1641079680,1
1641079800,0
1641079920,0
1641080040,0
1641080160,0
1641080280,0
1641080400,0
1641080520,0
1641080640,0
1641080760,1
1641080880,0
1641081000,0
1641081120,0
1641081240,0
1641081360,0
1641081480,0
1641081600,0
1641081720,0
1641081840,0
1641081960,0
1641082080,0
1641082200,0
1641082320,0
1641082440,0
1641082560,0
1641082680,0
1641082800,0
1641082920,0
1641083040,0
1641083160,0
1641083280,0
1641083400,0
1641083520,1
1641083640,1
1641083760,0
1641083880,0
1641084000,0
1641084120,0
1641084240,0
1641084360,0
1641084480,0
1641084600,0
1641084720,0
1641084840,0
1641084960,0
1641085080,0
1641085200,0
1641085320,0
1641085440,0
1641085560,0
1641085680,0
1641085800,0
1641085920,0
1641086040,0
1641086160,0
1641086280,0
1641086400,0
1641086520,0
1641086640,0
1641086760,0
1641086880,0
1641087000,0
1641087120,0
1641087240,0
1641087360,0
1641087480,0
1641087600,0
1641087720,0
1641087840,0
1641087960,0
1641088080,0
1641088200,0
1641088320,0
1641088440,0
1641088560,0
1641088680,0
1641088800,0
1641088920,0
1641089040,0
1641089160,0
1641089280,0
1641089400,0
1641089520,0
1641089640,0
1641089760,0
1641089880,0
1641090000,0
1641090120,0
1641090240,0
1641090360,0
1641090480,0
1641090600,0
1641090720,0
1641090840,0
1641090960,0
1641091080,0
1641091200,0
1641091320,1
1641091440,0
1641091560,0
1641091680,0
1641091800,0
1641091920,0
1641092040,0
1641092160,0
1641092280,0
1641092400,0
1641092520,0
1641092640,0
1641092760,0
1641092880,0
1641093000,0
1641093120,0
1641093240,0
1641093360,0
1641093480,0
1641093600,0
1641093720,0
1641093840,0
1641093960,0
1641094080,0
1641094200,0
1641094320,0
1641094440,0
1641094560,0
1641094680,0
1641094800,0
1641094920,0
1641095040,0
1641095160,0
1641095280,0
1641095400,0
1641095520,0
1641095640,0
1641095760,0
1641095880,0
1641096000,0
1641096120,0
1641096240,0
1641096360,1
1641096480,0
1641096600,0
1641096720,0
1641096840,1
1641096960,1
1641097080,1
1641097200,1
1641097320,1
1641097440,1
1641097560,1
1641097680,1
1641097800,1
1641097920,1
1641098040,1
1641098160,1
1641098280,0
1641098400,0
1641098520,0
1641098640,0
1641098760,0
1641098880,0
1641099000,0
1641099120,0
1641099240,0
1641099360,0
1641099480,0
1641099600,0
1641099720,0
1641099840,0
1641099960,0
1641100080,0
1641100200,0
1641100320,0
1641100440,0
1641100560,0
1641100680,0
1641100800,0
1641100920,0
1641101040,0
1641101160,0
1641101280,0
1641101400,0
1641101520,1
1641101640,1
1641101760,1
1641101880,1
1641102000,0
1641102120,0
1641102240,0
1641102360,0
1641102480,0
1641102600,0
1641102720,0
1641102840,0
1641102960,0
1641103080,0
1641103200,0
1641103320,0
1641103440,0
1641103560,0
1641103680,0
1641103800,0
1641103920,1
1641104040,1
1641104160,1
1641104280,1
1641104400,0
1641104520,0
1641104640,0
1641104760,0
1641104880,0
1641105000,0
1641105120,0
1641105240,0
1641105360,0
1641105480,0
1641105600,0
1641105720,0
1641105840,0
1641105960,0
1641106080,0
1641106200,0
1641106320,0
1641106440,0
1641106560,0
1641106680,0
1641106800,0
1641106920,0
1641107040,0
1641107160,0
1641107280,0
1641107400,0
1641107520,0
1641107640,0
1641107760,0
1641107880,0
1641108000,0
1641108120,0
1641108240,0
1641108360,0
1641108480,0
1641108600,0
1641108720,0
1641108840,0
1641108960,0
1641109080,0
1641109200,0
1641109320,0
1641109440,0
1641109560,1
1641109680,1
1641109800,1
1641109920,1
1641110040,1
1641110160,1
1641110280,1
1641110400,1
1641110520,1
1641110640,1
1641110760,1
1641110880,1
1641111000,1
1641111120,1
1641111240,1
1641111360,1
1641111480,0
1641111600,0
1641111720,0
1641111840,0
1641111960,0
1641112080,0
1641112200,0
1641112320,0
1641112440,0
1641112560,0
1641112680,0
1641112800,0
1641112920,0
1641113040,0
1641113160,0
1641113280,0
1641113400,0
1641113520,0
1641113640,0
1641113760,0
1641113880,0
1641114000,0
1641114120,0
1641114240,0
1641114360,0
1641114480,0
1641114600,0
1641114720,0
1641114840,0
1641114960,0
1641115080,0
1641115200,0
1641115320,0
1641115440,0
1641115560,0
1641115680,0
1641115800,0
1641115920,0
1641116040,0
1641116160,0
1641116280,0
1641116400,0
1641116520,0
1641116640,0
1641116760,0
1641116880,0
1641117000,0
1641117120,0
1641117240,0
1641117360,0
1641117480,0
1641117600,0
1641117720,0
1641117840,0
1641117960,0
1641118080,0
1641118200,0
1641118320,0
1641118440,0
1641118560,0
1641118680,0
1641118800,0
1641118920,0
1641119040,0
1641119160,0
1641119280,0
1641119400,1
1641119520,1
1641119640,1
1641119760,1
1641119880,1
1641120000,1
1641120120,1
1641120240,1
1641120360,0
1641120480,0
1641120600,0
1641120720,0
1641120840,0
1641120960,0
1641121080,0
1641121200,0
1641121320,0
1641121440,0
1641121560,0
1641121680,0
1641121800,0
1641121920,0
1641122040,0
1641122160,0
1641122280,0
1641122400,0
1641122520,0
1641122640,0
1641122760,0
1641122880,0
1641123000,0
1641123120,0
1641123240,0
1641123360,0
1641123480,0
1641123600,0
1641123720,0
1641123840,0
1641123960,0
1641124080,0
1641124200,0
1641124320,0
1641124440,0
1641124560,0
1641124680,0
1641124800,0
1641124920,0
1641125040,0
1641125160,0
1641125280,0
1641125400,0
1641125520,1
1641125640,1
1641125760,1
1641125880,1
1641126000,1
1641126120,1
1641126240,0
1641126360,0
1641126480,0
1641126600,0
1641126720,0
1641126840,0
1641126960,0
1641127080,0
1641127200,0
1641127320,0
1641127440,0
1641127560,0
1641127680,0
1641127800,0
1641127920,0
1641128040,0
1641128160,0
1641128280,1
1641128400,0
1641128520,0
1641128640,0
1641128760,0
1641128880,0
1641129000,0
1641129120,0
1641129240,0
1641129360,0
1641129480,0
1641129600,0
1641129720,0
1641129840,0
1641129960,0
1641130080,0
1641130200,0
1641130320,0
1641130440,0
1641130560,0
1641130680,0
1641130800,0
1641130920,0
1641131040,0
1641131160,0
1641131280,0
1641131400,0
1641131520,0
1641131640,0
1641131760,0
1641131880,0
1641132000,0
1641132120,0
1641132240,0
1641132360,0
1641132480,0
1641132600,0
1641132720,0
1641132840,0
1641132960,0
1641133080,0
1641133200,0
1641133320,0
1641133440,0
1641133560,0
1641133680,0
1641133800,0
1641133920,0
1641134040,0
1641134160,0
1641134280,0
1641134400,0
1641134520,0
1641134640,0
1641134760,0
1641134880,0
1641135000,0
1641135120,0
1641135240,0
1641135360,0
1641135480,0
1641135600,0
1641135720,0
1641135840,0
1641135960,0
1641136080,0
1641136200,0
1641136320,1
1641136440,1
1641136560,0
1641136680,0
1641136800,0
1641136920,0
1641137040,0
1641137160,0
1641137280,0
1641137400,0
1641137520,0
1641137640,1
1641137760,1
1641137880,1
1641138000,1
1641138120,1
1641138240,1
1641138360,0
1641138480,0
1641138600,0
1641138720,0
1641138840,0
1641138960,0
1641139080,0
1641139200,1
1641139320,1
1641139440,1
1641139560,0
1641139680,0
1641139800,0
1641139920,0
1641140040,0
1641140160,0
1641140280,0
1641140400,0
1641140520,0
1641140640,1
1641140760,1
1641140880,1
1641141000,1
1641141120,0
1641141240,0
1641141360,0
1641141480,0
1641141600,0
1641141720,0
1641141840,0
1641141960,0
1641142080,0
1641142200,0
1641142320,0
1641142440,0
1641142560,0
1641142680,0
1641142800,0
1641142920,0
1641143040,0
1641143160,0
1641143280,0
1641143400,0
1641143520,0
1641143640,0
1641143760,0
1641143880,0
1641144000,0
1641144120,0
1641144240,0
1641144360,0
1641144480,0
1641144600,0
1641144720,0
1641144840,0
1641144960,0
1641145080,0
1641145200,0
1641145320,0
1641145440,0
1641145560,0
1641145680,0
1641145800,0
1641145920,0
1641146040,0
1641146160,0
1641146280,0
1641146400,0
1641146520,0
1641146640,0
1641146760,0
1641146880,0
1641147000,0
1641147120,0
1641147240,0
1641147360,0
1641147480,0
1641147600,0
1641147720,0
1641147840,0
1641147960,0
1641148080,0
1641148200,0
1641148320,0
1641148440,0
1641148560,0
1641148680,0
1641148800,0
1641148920,0
1641149040,0
1641149160,0
1641149280,0
1641149400,1
1641149520,1
1641149640,1
1641149760,1
1641149880,1
1641150000,1
1641150120,1
1641150240,0
1641150360,1
1641150480,0
1641150600,0
1641150720,1
1641150840,1
1641150960,0
1641151080,0
1641151200,0
1641151320,0
1641151440,0
1641151560,0
1641151680,0
1641151800,0
1641151920,0
1641152040,0
1641152160,0
1641152280,0
1641152400,0
1641152520,0
1641152640,0
1641152760,0
1641152880,0
1641153000,0
1641153120,0
1641153240,0
1641153360,0
1641153480,0
1641153600,0
1641153720,0
1641153840,0
1641153960,0
1641154080,0
1641154200,0
1641154320,0
1641154440,0
1641154560,0
1641154680,0
1641154800,0
1641154920,0
1641155040,0
1641155160,0
1641155280,0
1641155400,0
1641155520,0
1641155640,0
1641155760,0
1641155880,0
1641156000,0
1641156120,0
1641156240,0
1641156360,0
1641156480,0
1641156600,0
1641156720,0
1641156840,0
1641156960,1
1641157080,1
1641157200,1
1641157320,0
1641157440,0
1641157560,0
1641157680,0
1641157800,0
1641157920,0
1641158040,0
1641158160,0
1641158280,0
1641158400,0
1641158520,0
1641158640,0
1641158760,0
1641158880,0
1641159000,0
1641159120,0
1641159240,0
1641159360,0
1641159480,0
1641159600,0
1641159720,1
1641159840,1
1641159960,0
1641160080,0
1641160200,0
1641160320,0
1641160440,0
1641160560,0
1641160680,0
1641160800,0
1641160920,0
1641161040,0
1641161160,0
1641161280,0
1641161400,0
1641161520,0
1641161640,0
1641161760,0
1641161880,0
1641162000,0
1641162120,0
1641162240,0
1641162360,1
1641162480,1
1641162600,1
1641162720,0
1641162840,0
1641162960,0
1641163080,0
1641163200,0
1641163320,0
1641163440,0
1641163560,0
1641163680,1
1641163800,1
1641163920,1
1641164040,1
1641164160,1
1641164280,1
1641164400,0
1641164520,0
1641164640,0
1641164760,0
1641164880,0
1641165000,0
1641165120,0
1641165240,0
1641165360,0
1641165480,0
1641165600,0
1641165720,0
1641165840,0
1641165960,0
1641166080,0
1641166200,0
1641166320,0
1641166440,0
1641166560,0
1641166680,0
1641166800,0
1641166920,0
1641167040,0
1641167160,0
1641167280,0
1641167400,0
1641167520,0
1641167640,0
1641167760,0
1641167880,0
1641168000,0
1641168120,0
1641168240,0
1641168360,0
1641168480,0
1641168600,0
1641168720,0
1641168840,0
1641168960,0
1641169080,0
1641169200,0
1641169320,0
1641169440,0
1641169560,0
1641169680,0
1641169800,0
1641169920,0
1641170040,0
1641170160,0
1641170280,0
1641170400,0
1641170520,0
1641170640,0
1641170760,0
1641170880,0
1641171000,0
1641171120,0
1641171240,0
1641171360,0
1641171480,0
1641171600,0
1641171720,0
1641171840,0
1641171960,0
1641172080,0
1641172200,0
1641172320,0
1641172440,0
1641172560,0
1641172680,0
1641172800,0
1641172920,0
1641173040,0
1641173160,0
1641173280,0
1641173400,0
1641173520,0
1641173640,0
1641173760,0
1641173880,0
1641174000,0
1641174120,0
1641174240,0
1641174360,0
1641174480,0
1641174600,0
1641174720,0
1641174840,0
1641174960,0
1641175080,0
1641175200,0
1641175320,0
1641175440,0
1641175560,0
1641175680,0
1641175800,0
1641175920,0
1641176040,0
1641176160,0
1641176280,0
1641176400,0
1641176520,0
1641176640,0
1641176760,0
1641176880,0
1641177000,0
1641177120,0
1641177240,0
1641177360,0
1641177480,0
1641177600,0
1641177720,0
1641177840,0
1641177960,0
1641178080,0
1641178200,0
1641178320,0
1641178440,0
1641178560,0
1641178680,0
1641178800,0
1641178920,0
1641179040,0
1641179160,0
1641179280,0
1641179400,0
1641179520,0
1641179640,1
1641179760,0
1641179880,0
1641180000,0
1641180120,0
1641180240,0
1641180360,0
1641180480,0
1641180600,0
1641180720,0
1641180840,0
1641180960,1
1641181080,0
1641181200,0
1641181320,0
1641181440,0
1641181560,0
1641181680,0
1641181800,0
1641181920,0
1641182040,0
1641182160,0
1641182280,0
1641182400,0
1641182520,0
1641182640,0
1641182760,0
1641182880,0
1641183000,0
1641183120,0
1641183240,0
1641183360,0
1641183480,0
1641183600,0
1641183720,0
1641183840,0
1641183960,0
1641184080,0
1641184200,0
1641184320,0
1641184440,0
1641184560,0
1641184680,0
1641184800,0
1641184920,0
1641185040,0
1641185160,0
1641185280,0
1641185400,0
1641185520,0
1641185640,0
1641185760,0
1641185880,0
1641186000,0
1641186120,0
1641186240,0
1641186360,0
1641186480,0
1641186600,0
1641186720,0
1641186840,0
1641186960,0
1641187080,1
1641187200,1
1641187320,1
1641187440,1
1641187560,1
1641187680,1
1641187800,1
1641187920,1
1641188040,1
1641188160,1
1641188280,1
1641188400,0
1641188520,0
1641188640,0
1641188760,0
1641188880,0
1641189000,0
1641189120,0
1641189240,0
1641189360,0
1641189480,0
1641189600,0
1641189720,0
1641189840,0
1641189960,0
1641190080,0
1641190200,0
1641190320,0
1641190440,0
1641190560,0
1641190680,0
1641190800,0
1641190920,0
1641191040,0
1641191160,0
1641191280,0
1641191400,0
1641191520,0
1641191640,0
1641191760,0
1641191880,0
1641192000,0
1641192120,0
1641192240,0
1641192360,0
1641192480,0
1641192600,0
1641192720,0
1641192840,0
1641192960,0
1641193080,1
1641193200,1
1641193320,1
1641193440,1
1641193560,1
1641193680,0
1641193800,0
1641193920,0
1641194040,0
1641194160,0
1641194280,0
1641194400,0
1641194520,0
1641194640,0
1641194760,0
1641194880,0
1641195000,0
1641195120,0
1641195240,0
1641195360,0
1641195480,0
1641195600,0
1641195720,0
1641195840,0
1641195960,0
1641196080,0
1641196200,0
1641196320,0
1641196440,0
1641196560,0
1641196680,0
1641196800,0
1641196920,0
1641197040,0
1641197160,0
1641197280,0
1641197400,0
1641197520,0
1641197640,0
1641197760,0
1641197880,0
1641198000,0
1641198120,0
1641198240,0
1641198360,0
1641198480,0
1641198600,0
1641198720,0
1641198840,0
1641198960,0
1641199080,0
1641199200,0
1641199320,0
1641199440,1
1641199560,1
1641199680,1
1641199800,1
1641199920,0
1641200040,0
1641200160,0
1641200280,0
1641200400,0
1641200520,0
1641200640,0
1641200760,0
1641200880,0
1641201000,0
1641201120,0
1641201240,0
1641201360,1
1641201480,0
1641201600,0
1641201720,0
1641201840,0
1641201960,0
1641202080,0
1641202200,0
1641202320,0
1641202440,0
1641202560,0
1641202680,0
1641202800,0
1641202920,1
1641203040,1
1641203160,0
1641203280,0
1641203400,0
1641203520,0
1641203640,0
1641203760,0
1641203880,0
1641204000,0
1641204120,0
1641204240,0
1641204360,0
1641204480,0
1641204600,0
1641204720,0
1641204840,0
1641204960,0
1641205080,0
1641205200,0
1641205320,0
1641205440,0
1641205560,0
1641205680,0
1641205800,0
1641205920,0
1641206040,0
1641206160,0
1641206280,0
1641206400,0
1641206520,0
1641206640,0
1641206760,0
1641206880,0
1641207000,0
1641207120,0
1641207240,0
1641207360,0
1641207480,0
1641207600,0
1641207720,0
1641207840,0
1641207960,0
1641208080,0
1641208200,0
1641208320,0
1641208440,0
1641208560,0
1641208680,0
1641208800,0
1641208920,0
1641209040,0
1641209160,0
1641209280,0
1641209400,0
1641209520,0
1641209640,0
1641209760,0
1641209880,0
1641210000,0
1641210120,0
1641210240,0
1641210360,0
1641210480,0
1641210600,0
1641210720,1
1641210840,1
1641210960,1
1641211080,1
1641211200,1
1641211320,1
1641211440,1
1641211560,1
1641211680,1
1641211800,1
1641211920,1
1641212040,1
1641212160,1
1641212280,0
1641212400,0
1641212520,0
1641212640,0
1641212760,0
1641212880,0
1641213000,0
1641213120,0
1641213240,0
1641213360,0
1641213480,0
1641213600,0
1641213720,0
1641213840,0
1641213960,0
1641214080,0
1641214200,0
1641214320,0
1641214440,1
1641214560,1
1641214680,1
1641214800,1
1641214920,0
1641215040,0
1641215160,0
1641215280,0
1641215400,0
1641215520,0
1641215640,0
1641215760,0
1641215880,0
1641216000,0
1641216120,0
1641216240,0
1641216360,0
1641216480,0
1641216600,0
1641216720,0
1641216840,0
1641216960,0
1641217080,0
1641217200,0
1641217320,0
1641217440,0
1641217560,0
1641217680,1
1641217800,0
1641217920,0
1641218040,0
1641218160,0
1641218280,0
1641218400,0
1641218520,0
1641218640,0
1641218760,0
1641218880,0
1641219000,0
1641219120,0
1641219240,0
1641219360,0
1641219480,0
1641219600,0
1641219720,0
1641219840,0
1641219960,0
1641220080,0
1641220200,0
1641220320,0
1641220440,0
1641220560,0
1641220680,0
1641220800,0
1641220920,0
1641221040,0
1641221160,0
1641221280,0
1641221400,0
1641221520,0
1641221640,0
1641221760,0
1641221880,0
1641222000,0
1641222120,0
1641222240,0
1641222360,0
1641222480,0
1641222600,0
1641222720,0
1641222840,0
1641222960,1
1641223080,1
1641223200,1
1641223320,0
1641223440,0
1641223560,0
1641223680,0
1641223800,0
1641223920,0
1641224040,0
1641224160,0
1641224280,0
1641224400,0
1641224520,0
1641224640,0
1641224760,0
1641224880,0
1641225000,0
1641225120,0
1641225240,0
1641225360,0
1641225480,0
1641225600,0
1641225720,0
1641225840,0
1641225960,0
1641226080,0
1641226200,0
1641226320,0
1641226440,0
1641226560,0
1641226680,0
1641226800,0
1641226920,0
1641227040,0
1641227160,0
1641227280,0
1641227400,0
1641227520,0
1641227640,0
1641227760,0
1641227880,0
1641228000,0
1641228120,0
1641228240,0
1641228360,0
1641228480,0
1641228600,0
1641228720,0
1641228840,0
1641228960,0
1641229080,0
1641229200,0
1641229320,0
1641229440,0
1641229560,0
1641229680,0
1641229800,0
1641229920,0
1641230040,0
1641230160,0
1641230280,0
1641230400,0
1641230520,0
1641230640,0
1641230760,0
1641230880,0
1641231000,0
1641231120,0
1641231240,0
1641231360,0
1641231480,1
1641231600,1
1641231720,1
1641231840,1
1641231960,1
1641232080,0
1641232200,0
1641232320,0
1641232440,1
1641232560,1
1641232680,1
1641232800,1
1641232920,1
1641233040,1
1641233160,0
1641233280,0
1641233400,0
1641233520,0
1641233640,0
1641233760,0
1641233880,0
1641234000,0
1641234120,0
1641234240,0
1641234360,0
1641234480,0
1641234600,0
1641234720,0
